2,status_code,pred_list,wbs_id,task_name,start_date,end_date,UNIFORMAT,,,,,,,,,,,MASTERFORMAT,,,
C1080,Not Started,C1050 FB141020 FB331041 L9080 C1071 C1225 C1225 C1225,15059 LMES-5.20,PE 03 - INSTALL HOISTWAY MOTOR & CONTROLS,43061.33333,43165.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1060,Not Started,L9140 L9080 FB141010 AP141030 C1230 C1230 A1100 C1230,15059 LMES-5.20,PE 01 - INSTALL HOISTWAY MOTOR & CONTROLS,43033.33333,43137.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1120,Not Started,C1060,15059 LMES-5.4,PASSENGER ELEVATOR - COMMISSION / INSPECTION,43195.33333,43201.66667,,,,,,,,,,,,01 00 00,General Requirements,01 91 00,Commissioning
C1030,Not Started,L5070,15059 LMES-5.4,INSTALL MAT'L HOIST- 1ST LIFT TO LVL 03,42927.33333,42933.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1090,Not Started,L9140 C1080 L9130 C1140 C1180,15059 LMES-5.4,REMOVE MAT'L HOIST,43174.33333,43175.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1100,Not Started,C1090,15059 LMES-5.4,FILL MAT'L HOIST EXTERIOR VOIDS,43178.33333,43196.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1110,Not Started,C1100,15059 LMES-5.4,FILL MAT'L HOIST INTERIOR VOIDS,43185.33333,43203.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1070,Not Started,L9150 C1130,15059 LMES-5.4,REMOVE TOWER CRANE,43053.33333,43054.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1040,Not Started,C1030 L7070,15059 LMES-5.4,INSTALL MAT'L HOIST- 2ND LIFT TO LVL 05,42957.33333,42963.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1130,Not Started,C1020,15059 LMES-5.4,TOWER CRANE USAGE,42803.33333,43054.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1140,Not Started,C1030,15059 LMES-5.4,MAT'L HOIST USAGE,42927.33333,43146.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1150,Not Started,C1010,15059 LMES-5.4,CURE TOWER CRANE FOUNDATION,42796.33333,42802.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1160,Not Started,C1000,15059 LMES-5.4,REV/APPRV TOWER CRANE FOUNDATION,42772.33333,42783.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1170,Not Started,C1160,15059 LMES-5.4,TOWER CRANE PIERS,42786.33333,42788.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
C1180,Not Started,C1040 L9090,15059 LMES-5.4,INSTALL MAT'L HOIST- 3ND LIFT TO ROOF,42986.33333,42992.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
S1000,Completed,A1000 A1070 BA1000,15059 LMES-5.5,SITE - ROUGH GRADE SITE FOR BLDG PAD,42692,42696,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030100,Site Grading Excavation & Disposal,,,,31 00 00,Earthwork,31 22 00,Grading
S1050,Not Started,L11220 S1002 L9030,15059 LMES-5.5,SITE - MEP EQUIP'T PADS,42898.33333,42909.66667,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030500,Pits & Bases,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 91 00,Prefabricated Equipment Supports
S1060,In Progress,FB261005,15059 LMES-5.5,SITE - ELECTRICAL,42877,42907.5,D,Services,D50,Electrical,,,,,,,,26 00 00,Electrical,,not_specified
S1090,Not Started,S1050,15059 LMES-5.5,SITE - MEP EQUIP'T SCREEN WALLS,42912.33333,42916.66667,,,,,,,,,,,,08 00 00,Openings,08 11 00,Metal Doors and Frames
S1100,Not Started,S1060 S1050 A1050,15059 LMES-5.5,SITE - TRANSFORMER PAD,42912.33333,42916.66667,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030500,Pits & Bases,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 91 00,Prefabricated Equipment Supports
S1070,Not Started,FB321000 S1040,15059 LMES-5.5,RETAINING WALL LOT A  - INSTALL RETAINING WALL,42905.36667,42934.36667,G,Building Sitework,G20,Site Improvement,G2040,Site Development,G2040200,Retaining Walls,,,,32 00 00,Exterior Improvements,32 32 00,Retaining Walls
S1030,Not Started,A1060 S1020 A1080,15059 LMES-5.5,SITE - IRRIGATION METER,42902.41667,42909.41667,,,,,,,,,,,,22 00 00,Plumbing,22 11 00,Facility Water Distribution
S1020,Completed,A1040 L11040 L0-1105,15059 LMES-5.5,SITE - INSTALL UNDERGROUND DOM WATER/FIRE TO RISER,42773,42790,,,,,,,,,,,,22 00 00,Plumbing,22 11 00,Facility Water Distribution
S1140,Not Started,S1100 L11660 A1050,15059 LMES-5.5,SITE - INSTALL CPS TRANSFORMER,43033.33333,43033.66667,,,,,,,,,,,,26 00 00,Electrical,26 12 00,Medium-Voltage Transformers
S1040,Completed,S1020 S1000,15059 LMES-5.5,SITE - STORM DRAINAGE - SOUTH,42739,42762,G,Building Sitework,G30,Site Mechanical Utilities,G3030,Storm Sewer,G3030100,Storm Sewer Piping,,,,22 00 00,Plumbing,22 14 00,Facility Storm Drainage
S1080,Completed,S1040 S1041,15059 LMES-5.5,SITE - SANITARY SEWER,42775,42828.66667,G,Building Sitework,G30,Site Mechanical Utilities,G3020,Sanitary Sewer,,,,,,22 00 00,Plumbing,22 13 00,Facility Sanitary Sewerage
S1110,Not Started,S1040 S1080 S1030,15059 LMES-5.5,SITE - SLEEVES,42909.41667,42916.41667,,,,,,,,,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
S1160,Not Started,S1110 S1100 L12060 S1072 S1240 L2-91310,15059 LMES-5.5,SITE - FINE GRADE SITE TO SUBGRADE,43019.36667,43033.36667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030100,Site Grading Excavation & Disposal,,,,31 00 00,Earthwork,31 22 00,Grading
S1170,Not Started,S1160,15059 LMES-5.5,SITE - CURBS/ APPROACHES,43160.33333,43173.66667,G,Building Sitework,G20,Site Improvement,G2010,Roadways,G2010300,Curbs Gutters & Drains,,,,32 00 00,Exterior Improvements,32 16 00,Curbs Gutters Sidewalks And Driveways
S1180,Not Started,S1170 C1070 C1090 S1120 L12060,15059 LMES-5.5,SITE - FLATWORK,43178.33333,43196.66667,,,,,,,,,,,,03 00 00,concrete,,cast-in-place concrete
S1190,Not Started,S1180 S1030 P1050 P1040,15059 LMES-5.5,POOL DECK - IRRIGATION,43017.33333,43019.66667,G,Building Sitework,G20,Site Improvement,G2050,Landscaping,G2050700,Irrigation Systems,,,,32 00 00,Exterior Improvements,32 84 00,Planting Irrigation
S1200,Not Started,S1180 S1190 P1050 P1040 P1200 P1180 AP3600,15059 LMES-5.5,POOL DECK - LANDSCAPING,43059.33333,43061.66667,G,Building Sitework,G20,Site Improvement,G2050,Landscaping,,,,,,32 00 00,Exterior Improvements,32 84 00,Planting Irrigation
S1210,Not Started,S1190 S1200 S1150,15059 LMES-5.5,SITE - ASPHALT,43227.33333,43228.66667,G,Building Sitework,G20,Site Improvement,G2010,Roadways,G2010200,Roadway Paving & Surfacing,,,,32 00 00,Exterior Improvements,32 12 00,Flexible Paving
S1220,Not Started,S1210,15059 LMES-5.5,SITE - STRIPING,43229.33333,43230.66667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030100,Site Grading Excavation & Disposal,,,,31 00 00,Earthwork,31 14 00,Earth Stripping and Stockpiling
S1120,Not Started,S1060 S1040 S1080 L11100 L11150 P1010 L0-1120 L0-1220,15059 LMES-5.5,SITE - UTILITY BLDG CONNECTIONS,42970.33333,42976.66667,G,Building Sitework,G30,Site Mechanical Utilities,,,,,,,,33 00 00,Utilities,33 05 00,Common Work Results for Utilities
S1130,Not Started,S1060,15059 LMES-5.5,SITE -  LIGHT POLE BASES,42907.5,42914.5,G,Building Sitework,G40,Site Electrical Utilities,G4020,Site Lighting,G4020200,Site Lighting Poles,,,,26 00 00,Electrical,26 56 00,Exterior Lighting
S1150,Not Started,S1130 FB261006,15059 LMES-5.5,SITE - INSTALL SITE LIGHT POLES,42914.5,42922.5,D,Services,D50,Electrical,D5020,Lighting and Branch Wiring,D5020200,Lighting Equipment,D5020280,Light Poles,,26 00 00,Electrical,26 56 00,Exterior Lighting
S1230,Not Started,S1220 L11580 LE0000 S1082 S1102 S1092 L8-7360 S1190 S1200 S1150 S1640 S1560 S1310 L8-7224 S1600 P1250 S1120 LE10005,15059 LMES-5.5,SITE - PUNCHLIST,43175.33333,43188.66667,,,,,,,,,,,,01 00 00,General Requirements,01 45 00,Quality Control
S1071,Not Started,S1070 S1040 S1130,15059 LMES-5.5,RETAINING WALL LOT B  - INSTALL RETAINING WALL,42934.36667,42941.36667,G,Building Sitework,G20,Site Improvement,G2040,Site Development,G2040200,Retaining Walls,,,,32 00 00,Exterior Improvements,32 32 00,Retaining Walls
S1072,Not Started,S1071 S1130,15059 LMES-5.5,RETAINING WALL LOT C  - INSTALL RETAINING WALL,42941.36667,42948.36667,G,Building Sitework,G20,Site Improvement,G2040,Site Development,G2040200,Retaining Walls,,,,32 00 00,Exterior Improvements,32 32 00,Retaining Walls
S1041,Completed,S1040,15059 LMES-5.5,SITE - STORM DRAINAGE - NORTH,42781,42787,G,Building Sitework,G30,Site Mechanical Utilities,G3030,Storm Sewer,G3030100,Storm Sewer Piping,,,,22 00 00,Plumbing,22 14 00,Facility Storm Drainage
S1022,Not Started,A1060 AP331010 A1080,15059 LMES-5.5,SITE - INSTALL DOM WATER/FIRE METER,42902.41667,42909.41667,,,,,,,,,,,,22 00 00,Plumbing,22 11 00,Facility Water Distribution
S1002,Completed,S1000 S1072,15059 LMES-5.5,SITE - ROUGH GRADE SITE,42697,42755,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030100,Site Grading Excavation & Disposal,,,,31 00 00,Earthwork,31 22 00,Grading
L11000,Completed,S1000,15059 LMES-5.6,LEVEL 01 - EXCAVATE BLDG FOOTPRINT,42696,42724,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030100,Site Grading Excavation & Disposal,,,,31 00 00,Earthwork,31 23 00,Excavation and Fill
L11670,Not Started,S1140 L11660,15059 LMES-5.6,LEVEL 01 - ENERGIZE CPS TRANSFORMER,43034.33333,43034.66667,,,,,,,,,,,,26 00 00,Electrical,26 12 00,Medium-Voltage Transformers
L11690,Not Started,L11670 L11660,15059 LMES-5.6,LEVEL 01 - TEMPORARY SERVICE ON PERMANENT SET (TOPS),43034.33333,43034.66667,,,,,,,,,,,,01 00 00,General Requirements,01 51 00,Temporary Utilities
L11020,Completed,A1000 A1030 L11000,15059 LMES-5.6,LEVEL 01 - BLDG. PAD FILLS/ SUBGRADE,42702,42724,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030500,Pits & Bases,,,,31 00 00,Earthwork,31 23 00,Excavation and Fill
L11030,Not Started,L11020,15059 LMES-5.6,LEVEL 01 - BLDG. CORNERS/ PIER LAYOUT,42751.33333,42755.66667,,,,,,,,,,,,01 00 00,General Requirements,01 71 00,Examination and Preparation
L11040,Not Started,L11030 L11020 LA1035 FB321010,15059 LMES-5.6,LEVEL 01 - DRILL PIERS,42760.33333,42801.66667,A,Substructure,A10,Foundations,A1020,Special Foundations,A1020100,Pile Foundations,A1020110,Piles - CIP,,31 00 00,Earthwork,31 63 00,Bored Piles
L11050,Not Started,L11040 BA1066,15059 LMES-5.6,LEVEL 01 - ELEVATOR PIT/  WALLS/  WATERPROOFING 1,42762.33333,42772.66667,,,,,,,,,,,,03 00 00,Concrete,03 05 00,Common Work Results for Concrete
L11090,Not Started,L11040 AP033010,15059 LMES-5.6,LEVEL 01 - PIER CAPS/ BEAMS 1,42774.33333,42787.66667,A,Substructure,A10,Foundations,A1010,Standard Foundations,A1010100,Footings & Pile Caps,A1010130,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L11110,Not Started,L11040 L11090,15059 LMES-5.6,LEVEL 01 - PIER CAPS/ BEAMS 2,42802.33333,42815.66667,A,Substructure,A10,Foundations,A1010,Standard Foundations,A1010100,Footings & Pile Caps,A1010130,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L11060,Not Started,L11040 L11050,15059 LMES-5.6,LEVEL 01 - ELEVATOR PIT/  WALLS/ WATERPROOFING 2,42773.33333,42781.66667,,,,,,,,,,,,03 00 00,Concrete,03 05 00,Common Work Results for Concrete
L11070,Not Started,L11050,15059 LMES-5.6,LEVEL 01 - BACKFILL ELEVATOR 1,42773.33333,42775.66667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030200,Borrow Fill,,,,31 00 00,Earthwork,31 23 00,Excavation and Fill
L11120,Not Started,L11090 L11030,15059 LMES-5.6,LEVEL 01 - PERIMETER FORM 1,42788.33333,42796.66667,,,,,,,,,,,,01 00 00,General Requirements,01 71 00,Examination and Preparation
L11140,Not Started,L11110 L11030,15059 LMES-5.6,LEVEL 01 - PERIMETER FORM 2,42816.33333,42829.66667,,,,,,,,,,,,01 00 00,General Requirements,01 71 00,Examination and Preparation
L11080,Not Started,L11060,15059 LMES-5.6,LEVEL 01 - BACKFILL ELEVATOR 2,42782.33333,42786.66667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030200,Borrow Fill,,,,31 00 00,Earthwork,31 23 00,Excavation and Fill
L11100,Not Started,L11030 L11090 AP221010 AP261010,15059 LMES-5.6,LEVEL 01 - MEP U.G. ROUGH IN 1,42793.33333,42811.66667,,,,,,,,,,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L11150,Not Started,L11030 L11110,15059 LMES-5.6,LEVEL 01 - MEP U.G. ROUGH IN 2,42816.33333,42829.66667,,,,,,,,,,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L11130,Not Started,L11070 L11100 S1020 BA1050,15059 LMES-5.6,LEVEL 01 - TERMITICIDE 1,42814.33333,42814.66667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030300,Soil Stabilization & Treatment,,,,31 00 00,Earthwork,31 31 00,Soil Treatment
L11190,Not Started,L11080 L11150 L11130,15059 LMES-5.6,LEVEL 01 - TERMITICIDE 2,42830.33333,42830.66667,G,Building Sitework,G10,Site Preparation,G1030,Site Earthwork,G1030300,Soil Stabilization & Treatment,,,,31 00 00,Earthwork,31 31 00,Soil Treatment
L11160,Not Started,L11130 AP331020,15059 LMES-5.6,LEVEL 01 - VAPOR BARRIER/ SLAB REINFORCING/ IN SLAB ROUGH IN 1,42815.33333,42821.66667,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030100,Standard Slab on Grade,A1030110,SOG - Reinforced,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L11200,Not Started,L11140 L11190,15059 LMES-5.6,LEVEL 01 - VAPOR BARRIER/ SLAB REINFORCING/ IN SLAB ROUGH IN 2,42831.33333,42837.66667,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030100,Standard Slab on Grade,A1030110,SOG - Reinforced,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L11170,Not Started,L11120 L11160 L11160,15059 LMES-5.6,LEVEL 01 - EMBEDS 1,42818.33333,42824.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L11210,Not Started,L11140 L11200,15059 LMES-5.6,LEVEL 01 - EMBEDS 2,42836.33333,42842.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L11180,Not Started,L11170 L11160,15059 LMES-5.6,LEVEL 01 - POUR 1,42825.33333,42825.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L11220,Not Started,L11210,15059 LMES-5.6,LEVEL 01 - POUR 2,42843.33333,42843.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L11230,Not Started,L11180 C1020 L11220,15059 LMES-5.6,LEVEL 01 - COLUMNS/ SHEARWALLS,42837.33333,42850.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L11250,Not Started,L4060 L2-2060,15059 LMES-5.6,LEVEL 01 - GRIND L2 SOFFIT,42898.33333,42902.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 11 00,Concrete Forming
L11280,Not Started,FB051010 L4060 L3-2070,15059 LMES-5.19,STAIR 01 LEVEL 01 - INSTALL STAIRS,42929.33333,42930.66667,C,Interiors,C20,Stairs,C2010,Stair Construction,C2010100,Regular Stairs,C2010130,Stairs - Steel,,05 00 00,Metals,05 51 00,Metal Stairs
L11340,Not Started,L11350 L11310 L11300 L4060 L11250 L3-2010 FB05000,15059 LMES-5.15,LEVEL 01 - NORTH EXTERIOR FRAMING,42926.33333,42934.66667,,,,,,,,,,,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L11270,Not Started,L11250 BA1240 L4060,15059 LMES-5.6,LEVEL 01 - PARTITION FRAMING/ JAMBS,42909.33333,42937.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010185,Partition Components - Metal Framing,,05 00 00,Metals,05 42 00,Cold-Formed Metal Joist Framing
L11380,Not Started,L11340 L11270,15059 LMES-5.17,LEVEL 01 - MEP/ LAUNDRY PADS,42940.33333,42941.66667,A,Substructure,A10,Foundations,A1030,Slab on Grade,A1030500,Pits & Bases,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 91 00,Prefabricated Equipment Supports
L11510,Not Started,L11410,15059 LMES-5.6,LEVEL 01 - PARTITION WALL BLOCKING,42940.33333,42951.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,06 00 00,Wood Plastics and Composites,06 11 00,Wood Framing
L11320,Not Started,L11270,15059 LMES-5.6,LEVEL 01 - GWB WALL TOP OUT,42926.33333,42937.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L11390,Not Started,L11340,15059 LMES-5.6,LEVEL 01 - SHEATHING/ WATERPROOFING,42961.33333,42989.66667,B,Shell,B20,Exterior Enclosure,B2010,Exterior Walls,B2010100,Exterior Wall Construction,,,,06 00 00,Wood Plastics and Composites,06 16 00,Sheathing
L11420,Not Started,L11380 S1090 L11490 DL231000 DL231010,15059 LMES-5.6,LEVEL 01 - SET CHILLER/ PUMPS,43012.33333,43018.66667,,,,,,,,,,,,23 00 00,Heating Ventilating and Air-Conditioning (HVAC),23 64 00,Packaged Water Chillers
L11290,Not Started,L11270 L11270,15059 LMES-5.6,LEVEL 01 - ELECTRICAL  WALL ROUGH IN,42916.33333,42944.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,26 00 00,Electrical,26 05 00,Common Work Results For Electrical
L11550,Not Started,L11390 L2-91290,15059 LMES-5.15,LEVEL 01 - ALUMINUM WINDOWS,43017.36667,43038.36667,B,Shell,B20,Exterior Enclosure,B2020,Exterior Windows,B2020100,Windows,B2020110,Windows - Aluminum,,08 00 00,Openings,08 51 00,Metal Windows
L11010,Not Started,S1020 L11390 S1022 FB211000,15059 LMES-5.6,LEVEL 01 - FIRE PROTECTION STANDPIPE/  RISER,42975.33333,42979.66667,D,Services,D40,Fire Protection,D4020,Standpipes,D4020300,Standpipe Equipment,,,,21 00 00,Fire Suppression,21 12 00,Fire-Suppression Standpipes
L11620,Not Started,L11550 L11560,15059 LMES-5.15,LEVEL 01 - GLASS/ GLAZING,43070.35,43091.35,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010700,Interior Windows & Storefronts,C1010710,Interior Glazed Openings,,08 00 00,Openings,08 81 00,Glass Glazing
L11560,Not Started,L11340 L11390 FB331070 BA1815,15059 LMES-5.15,LEVEL 01 - STOREFRONT,43040.35,43070.35,B,Shell,B20,Exterior Enclosure,B2020,Exterior Windows,B2020300,Storefronts,,,,08 00 00,Openings,08 41 00,Entrances and Storefronts
L11640,Not Started,L11510 L11530 L11620 L11290 L11460,15059 LMES-5.6,LEVEL 01 - INSTALL GWB AT PARTITIONS,43025.33333,43052.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L11450,Not Started,L11390 BA1360 L11350,15059 LMES-5.21,BOH - MEP ROOM - INSTALL TEMP ROOF,42922.33333,42928.66667,,,,,,,,,,,,01 00 00,General Requirements,01 54 00,Construction Aids
L11400,Not Started,L11340 L11260 L11300 L11310 L11350 L12320,15059 LMES-5.15,LOW ROOF - PARAPET/ ROOF SHEATHING,42993.33333,43006.66667,,,,,,,,,,,,06 00 00,Wood Plastics and Composites,06 16 00,Sheathing
L11700,Not Started,L11690 L11540,15059 LMES-5.6,LEVEL 01 - HVAC COMMISSIONING,43035.33333,43048.66667,,,,,,,,,,,,01 00 00,General Requirements,01 91 00,Commissioning
L11570,Not Started,S1050 L11450 FB261020,15059 LMES-5.6,LEVEL 01 - SET GENERATOR/ ATS,43026.33333,43032.66667,,,,,,,,,,,,26 00 00,Electrical,26 32 00,Packaged Generator Assemblies
L11590,Not Started,L11530 L11440 L11650,15059 LMES-5.6,LEVEL 01 - FRAME GWB CEILINGS,43069.33333,43098.66667,C,Interiors,C10,Interior Construction,C1010,Partitions,C1010100,Fixed Partitions,C1010145,Partitions - Drywall w/ Metal Stud,,09 00 00,Finishes,09 29 00,Gypsum Board
L11580,Not Started,L11450 L11450,15059 LMES-5.6,LEVEL 01 - ARCHITECTURAL PANELS,43018.33333,43031.66667,,,,,,,,,,,,03 00 00,Concrete,03 45 00,Precast Architectural Concrete
L11460,Not Started,L11400,15059 LMES-5.6,LEVEL 01 - LEVEL 1 ROOFING,42983.33333,43010.66667,B,Shell,B30,Roofing,B3010,Roof Coverings,B3010100,Roof Finishes,B3010110,Roofing - Built-up,,07 00 00,Thermal and Moisture Protection,07 51 00,Built-Up Bituminous Roofing
